X,Y,OBJECTID,YINFO_ID,NAME,POINT_NM,MATERIAL,DPWT,ADR_KNM,CATEGORY,ID,OBS_CODE,OBS_POST_ID
126.33625,36.43916667,G20061,F2007,안면도 남 부,망재 곶부리,"모래, 펄",0.4~0.9,충청남도 태안군,1,695,DT_0050,태안
126.3514722,36.42552778,G20062,F2007,안면도 남 부,운여 해변 남측 갯바위,"모래, 펄",0.4~0.9,충청남도 태안군,1,696,DT_0050,태안
126.36225,36.41552778,G20063,F2007,안면도 남 부,장삼포 해변 남측 갯바위,"모래, 펄",0.4~0.9,충청남도 태안군,1,697,DT_0050,태안
126.3700278,36.41227778,G20064,F2007,안면도 남 부,장곳 갯바위,모래,0.4~0.9,충청남도 태안군,1,698,DT_0050,태안
126.4349167,36.46413889,G20072,F2007,안면도 남 부,사도 갯바위,암,0.6~1.5,충청남도 태안군,1,699,DT_0050,태안
126.4309444,36.39805556,G20073,F2007,안면도 남 부,소도 갯바위,모래,0.3~1.8,충청남도 보령시,1,700,DT_0025,보령
126.4363611,36.40516667,G20074,F2007,안면도 남 부,추도 갯바위,암,0.1~0.9,충청남도 보령시,1,701,DT_0025,보령
126.0874167,36.68066667,G20076,F2008,가의도,코끼리 바위 남측 갯바위,암,1.8~2.0,충청남도 태안군,1,702,DT_0050,태안
126.0814722,36.67240833,G20077,F2008,가의도,동남측 첫번째 곶부리,암,2.2~5.0,충청남도 태안군,1,703,DT_0050,태안
126.0745833,36.67027778,G20078,F2008,가의도,동남측 두번째 곶부리,암,2.4~2.5,충청남도 태안군,1,704,DT_0050,태안
126.0715278,36.67308333,G20079,F2008,가의도,작은 마을 동측 안통,암,2.4~5.0,충청남도 태안군,1,705,DT_0050,태안
126.0546667,36.66797222,G20081,F2008,가의도,남측 해변 동측 갯바위,암,2.8~4.1,충청남도 태안군,1,706,DT_0050,태안
126.0508611,36.66797222,G20082,F2008,가의도,남측 끝단 갯바위,암,2.8~3.1,충청남도 태안군,1,707,DT_0050,태안
126.0481389,36.67197222,G20083,F2008,가의도,서측 끝단 갯바위,"펄, 모래",3.1~7.2,충청남도 태안군,1,708,DT_0050,태안
126.0804722,36.68863889,G20087,F2008,가의도,북측 갯바위,"펄, 모래",2.1~7.0,충청남도 태안군,1,709,DT_0050,태안
126.0825556,36.69202778,G20088,F2008,가의도,북측 끝단 갯바위,"펄, 모래",4.0~7.0,충청남도 태안군,1,710,DT_0050,태안
126.0864444,36.69019444,G20089,F2008,가의도,북측 해변 옆 갯바위,암,0.4~3.1,충청남도 태안군,1,711,DT_0050,태안
126.0896389,36.68252778,G20090,F2008,가의도,코끼리 바위,암,1.3~2.4,충청남도 태안군,1,712,DT_0050,태안
126.5520278,36.03302778,G20091,F2009,개야도,발전소 아래 갯바위,"모래, 펄",1.7~1.4,전라북도 군산시,1,713,DT_0018,군산
126.5584167,36.02625,G20092,F2009,개야도,작은여 등대 갯바위,"모래, 펄",1.3~4.3,전라북도 군산시,1,714,DT_0018,군산
126.5477778,36.03436111,G20093,F2009,개야도,작은철탑부근 묘지 아래 갯바위,"모래, 펄",1.4~2.0,전라북도 군산시,1,715,DT_0018,군산
126.5388056,36.03708333,G20094,F2009,개야도,사수건 철탑 갯바위,"모래, 펄",1.2~2.0,전라북도 군산시,1,716,DT_0018,군산
126.5344444,36.03491667,G20095,F2009,개야도,개야 사수건 등대,"모래, 펄",2.0~4.0,전라북도 군산시,1,717,DT_0018,군산
126.5309167,36.03608333,G20096,F2009,개야도,죽도 동측 갯바위,암,1.2~1.5,전라북도 군산시,1,718,DT_0018,군산
126.5225556,36.03430556,G20097,F2009,개야도,치도 남측 갯바위,"모래, 펄",1.9~4.4,전라북도 군산시,1,719,DT_0018,군산
126.5137222,36.03591667,G20098,F2009,개야도,에게이 등대 남측 갯바위,"모래, 펄",1.3~1.7,전라북도 군산시,1,720,DT_0018,군산
126.5130833,36.03641667,G20099,F2009,개야도,에게이 서측 갯바위,"모래, 펄",1.3~1.7,전라북도 군산시,1,721,DT_0018,군산
126.5254167,36.03938889,G20100,F2009,개야도,치섬 북측 갯바위,"모래, 펄",1.2~2.0,전라북도 군산시,1,722,DT_0018,군산
126.5226667,36.03580556,G20101,F2009,개야도,죽도 서측 갯바위,"모래, 펄",0~1.9,전라북도 군산시,1,723,DT_0018,군산
126.52875,36.04152778,G20102,F2009,개야도,죽도 북측 등대 부근 갯바위,"모래, 펄",0~2.3,전라북도 군산시,1,724,DT_0018,군산
126.5406944,36.03833333,G20104,F2009,개야도,작은 철탑 북측 갯바위,암,0~0.4,전라북도 군산시,1,725,DT_0018,군산
126.5435556,36.04255556,G20105,F2009,개야도,장골 갯바위,암,-0.2~-0.3,전라북도 군산시,1,726,DT_0018,군산
126.5442778,36.045,G20106,F2009,개야도,장골 북측 갯바위,암,-0.3~-0.9,전라북도 군산시,1,727,DT_0018,군산
126.5396111,36.04505556,G20107,F2009,개야도,장구섬 서측 갯바위,암,0~1.0,전라북도 군산시,1,728,DT_0018,군산
126.5421111,36.05251667,G20108,F2009,개야도,안청강여 등대 갯바위,암,0~1.8,전라북도 군산시,1,729,DT_0018,군산
126.0123611,35.33977778,G20111,F2010,안마도·석만도,긴 둑 밑 갯바위,"펄, 모래",1.2~1.5,전라남도 영광군,1,730,DT_0003,영광
126.014,35.33175,G20112,F2010,안마도·석만도,문 끝 갯바위,암,1.9~3.3,전라남도 영광군,1,731,DT_0003,영광
126.0214444,35.33608333,G20113,F2010,안마도·석만도,쌀썩은여 갯바위,암,0.1~0.3,전라남도 영광군,1,732,DT_0003,영광
126.0307222,35.33494444,G20114,F2010,안마도·석만도,쌀썩은여 좌측부근 갯바위,펄,0.4~5.3,전라남도 영광군,1,733,DT_0003,영광
126.0415,35.34680556,G20115,F2010,안마도·석만도,노랑여(옛멸터) 부근,펄,3.8~5.2,전라남도 영광군,1,734,DT_0003,영광
126.06,35.36244444,G20116,F2010,안마도·석만도,똥섬 갯바위,펄,4.8~5.8,전라남도 영광군,1,735,DT_0003,영광
126.06025,35.36477778,G20117,F2010,안마도·석만도,똥섬 부근 갯바위,펄,2.6~6.0,전라남도 영광군,1,736,DT_0003,영광
126.435,37.42197222,G20118,F2010,안마도·석만도,나룻방 밑 갯바위,암,2.6~6.0,인천광역시 중구,1,737,DT_0001,인천
126.0575278,35.3725,G20119,F2010,안마도·석만도,쎄지기 앞 갯바위,암,2.6~6.0,전라남도 영광군,1,738,DT_0003,영광
126.0538333,35.3755,G20120,F2010,안마도·석만도,우물밑 우측 갯바위,펄,2.6~6.0,전라남도 영광군,1,739,DT_0003,영광
126.0423333,35.37361111,G20121,F2010,안마도·석만도,우물밑 갯바위,고운모래,5.6~9.4,전라남도 영광군,1,740,DT_0003,영광
126.0412778,35.37072222,G20122,F2010,안마도·석만도,우물밑 좌측 갯바위,펄,6.2~6.8,전라남도 영광군,1,741,DT_0003,영광
126.0300556,35.35983333,G20123,F2010,안마도·석만도,철탑 밑 갯바위,펄,4.1~9.5,전라남도 영광군,1,742,DT_0003,영광
126.0208611,35.36413889,G20124,F2010,안마도·석만도,논골 끝 갯바위,"자갈, 조개껍질",6.4~8.0,전라남도 영광군,1,743,DT_0003,영광
126.0070278,35.36041667,G20125,F2010,안마도·석만도,장재여 부근 갯바위,암,13.9~14.0,전라남도 영광군,1,744,DT_0003,영광
125.996,35.3567,G20127,F2010,안마도·석만도,근여 부근 갯바위,"펄, 모래",6.8~17.0,전라남도 영광군,1,745,DT_0003,영광
126.1529167,35.28325,G20130,F2011,송이도,검은바위 갯바위,암,1.4~1.5,전라남도 영광군,1,746,DT_0003,영광
126.1517222,35.28886111,G20131,F2011,송이도,양골앞 갯바위,암,1.5~2.5,전라남도 영광군,1,747,DT_0003,영광
126.1388611,35.29275,G20132,F2011,송이도,큰내기 좌측 갯바위,암,0~2.0,전라남도 영광군,1,748,DT_0003,영광
126.14025,35.29516667,G20133,F2011,송이도,큰내기 우측 갯바위,암,0~2.0,전라남도 영광군,1,749,DT_0003,영광
126.1411111,35.3,G20134,F2011,송이도,큰매리 갯바위,암,2.0~5.0,전라남도 영광군,1,750,DT_0003,영광
126.1420556,35.27780556,G20135,F2011,송이도,이미 앞바다,펄,-0.4~-0.2,전라남도 영광군,1,751,DT_0003,영광
126.1443056,35.27027778,G20136,F2011,송이도,민머리,펄,-0.4~0.4,전라남도 영광군,1,752,DT_0003,영광
126.1636667,35.14516667,G20139,F2012,임자도·사옥도,삼봉끝 등대,암,0.1~5.3,전라남도 신안군,1,753,DT_0028,진도
126.1016389,35.13113889,G20141,F2012,임자도·사옥도,어유미도,모래,1.4~5.0,전라남도 신안군,1,754,DT_0028,진도
126.1233056,35.07661111,G20142,F2012,임자도·사옥도,광산리 서측끝단,펄,2.1~5.1,전라남도 신안군,1,755,DT_0028,진도
126.0581111,35.05694444,G20144,F2012,임자도·사옥도,임자도 남서측 곶부리,모래,0.8~2.9,전라남도 신안군,1,756,DT_0028,진도
126.0769167,35.05330556,G20145,F2012,임자도·사옥도,옥섬,모래,0.1~0.9,전라남도 신안군,1,757,DT_0028,진도
126.0851667,35.05219444,G20146,F2012,임자도·사옥도,대중끝,모래,0.2~0.3,전라남도 신안군,1,758,DT_0028,진도
126.0953889,35.04797222,G20147,F2012,임자도·사옥도,딴섬 부근,암,0.9~2.0,전라남도 신안군,1,759,DT_0028,진도
126.1065556,35.05141667,G20148,F2012,임자도·사옥도,대두끝 갯바위,암,1.7~3.6,전라남도 신안군,1,760,DT_0028,진도
126.1260556,35.03752778,G20149,F2012,임자도·사옥도,외교도 등대포인트,암,0.6~2.0,전라남도 신안군,1,761,DT_0028,진도
126.0581111,35.05694444,G20150,F2012,임자도·사옥도,고동섬 갯바위,암,0.5~2.0,전라남도 신안군,1,762,DT_0028,진도
126.0581111,35.05694444,G20152,F2012,임자도·사옥도,고래미,암,2.0~2.8,전라남도 신안군,1,763,DT_0028,진도
126.1687222,35.02602778,G20155,F2012,임자도·사옥도,증도대교 북단,암,2.8~5.0,전라남도 신안군,1,764,DT_0028,진도
126.2959444,34.9294,G20158,F2013,고이도·매화도·선도·증도,대식도 갯바위,모래,0.4~1.9,전라남도 신안군,1,765,DT_0028,진도
126.276,34.927,G20159,F2013,고이도·매화도·선도·증도,소정섬 포인트,자갈,0.4~1.9,전라남도 신안군,1,766,DT_0028,진도
126.2521389,34.96152778,G20160,F2013,고이도·매화도·선도·증도,삼섬 포인트,"펄, 모래",1.6~2.3,전라남도 신안군,1,767,DT_0028,진도
126.2735833,34.97030556,G20162,F2013,고이도·매화도·선도·증도,고이도 북측 끝단여,"펄, 모래",0~2.0,전라남도 신안군,1,768,DT_0028,진도
126.288,34.96344444,G20163,F2013,고이도·매화도·선도·증도,고이도 서측 철탑밑,"펄, 모래",0.8~1.7,전라남도 신안군,1,769,DT_0028,진도
126.3004722,34.93822222,G20165,F2013,고이도·매화도·선도·증도,고이도 남측 철탑 밑,모래,0.8~2.7,전라남도 신안군,1,770,DT_0028,진도
126.2125556,34.91852778,G20168,F2013,고이도·매화도·선도·증도,마당여 갯바위,"모래, 조개껍질",0~2.5,전라남도 신안군,1,771,DT_0028,진도
126.2126667,34.92097222,G20169,F2013,고이도·매화도·선도·증도,둔벙여 갯바위,"모래, 조개껍질",0~3.6,전라남도 신안군,1,772,DT_0028,진도
126.2098611,34.923,G20170,F2013,고이도·매화도·선도·증도,침해섬 포인트,"모래, 조개껍질",0~3.5,전라남도 신안군,1,773,DT_0028,진도
126.2493889,34.95255556,G20171,F2013,고이도·매화도·선도·증도,마산도 선창,"펄, 모래",0~2.9,전라남도 신안군,1,774,DT_0028,진도
126.2468611,35.00622222,G20173,F2013,고이도·매화도·선도·증도,부사도 갯바위,펄,2.0~6.2,전라남도 신안군,1,775,DT_0028,진도
126.2597222,35.00683333,G20174,F2013,고이도·매화도·선도·증도,선도북측 선창,펄,0~5.0,전라남도 신안군,1,776,DT_0028,진도
126.1149444,35.01791667,G20177,F2013,고이도·매화도·선도·증도,나룻구지,"펄, 모래",0.8~1.7,전라남도 신안군,1,777,DT_0028,진도
126.1011389,35.00805556,G20178,F2013,고이도·매화도·선도·증도,도둑섬 포인트,"펄, 모래",0.1~1.7,전라남도 신안군,1,778,DT_0028,진도
126.0976111,35,G20179,F2013,고이도·매화도·선도·증도,해저유물 포인트,펄,0~3.8,전라남도 신안군,1,779,DT_0028,진도
126.1070556,34.9935,G20180,F2013,고이도·매화도·선도·증도,검산항,펄,0.3~1.5,전라남도 신안군,1,780,DT_0028,진도
126.12125,34.99772222,G20181,F2013,고이도·매화도·선도·증도,오산항,펄,0~1.2,전라남도 신안군,1,781,DT_0028,진도
126.1331389,34.96336111,G20182,F2013,고이도·매화도·선도·증도,오징어바위,펄,1.1~1.4,전라남도 신안군,1,782,DT_0028,진도
126.1271667,34.95475,G20183,F2013,고이도·매화도·선도·증도,왕바위,펄,1.7~2.0,전라남도 신안군,1,783,DT_0028,진도
126.1813611,34.99672222,G20185,F2013,고이도·매화도·선도·증도,염산 선창,펄,0~3.2,전라남도 신안군,1,784,DT_0028,진도
126.12475,35.02388889,G20186,F2013,고이도·매화도·선도·증도,버지 선창,펄,0~0.3,전라남도 신안군,1,785,DT_0028,진도
126.0655833,34.85680556,G20187,F2014,자은도,남진 선창,암,0~1.5,전라남도 신안군,1,786,DT_0028,진도
126.0572222,34.93427778,G20192,F2014,자은도,상장고지단 갯바위,펄,1.8~1.9,전라남도 신안군,1,787,DT_0028,진도
125.9689167,34.87147222,G20194,F2014,자은도,진서말,"펄, 모래",0~5.0,전라남도 신안군,1,788,DT_0028,진도
126.1219444,34.88127778,G20196,F2015,암태도,익금해변 갯바위,펄,0.2~0.7,전라남도 신안군,1,789,DT_0028,진도
126.1086389,34.8775,G20197,F2015,암태도,익금마을 선창,암,0.4~3.4,전라남도 신안군,1,790,DT_0028,진도
126.1184167,34.80058333,G20201,F2015,암태도,중앙대교 북단,암,0~5.5,전라남도 신안군,1,791,DT_0028,진도
126.3500278,34.8985,G20204,F2016,압해도,복용리해안 철탑 밑,펄,1.7~2.1,전라남도 신안군,1,792,DT_0028,진도
126.3436389,34.89925,G20205,F2016,압해도,복용리 해안,펄,0.7~2.1,전라남도 신안군,1,793,DT_0028,진도
126.0876944,34.78702778,G20209,F2017,안좌도·팔금도,사근마을 곶부리,펄,0~4.1,전라남도 신안군,1,794,DT_0028,진도
126.1321667,34.76763889,G20211,F2017,안좌도·팔금도,신안교 동단,암,3.9~9.0,전라남도 신안군,1,795,DT_0028,진도
126.14125,34.76097222,G20212,F2017,안좌도·팔금도,우이산 철탑 아래,"펄, 모래",-1.1~0,전라남도 신안군,1,796,DT_0028,진도
126.12775,34.76661111,G20215,F2017,안좌도·팔금도,신안교 서단,암,0~1.3,전라남도 신안군,1,797,DT_0028,진도
125.8564722,34.62830556,G20223,F2018,우이도,달밭밑,암,0.3~3.4,전라남도 신안군,1,798,DT_0028,진도
125.8091944,34.62236111,G20224,F2018,우이도,성촌,암,5.0~7.6,전라남도 신안군,1,799,DT_0028,진도
125.8030556,34.61788889,G20225,F2018,우이도,소래등대 밑,암,4.4~5.0,전라남도 신안군,1,800,DT_0028,진도
125.8114444,34.59669444,G20227,F2018,우이도,큰밭 갯바위,"자갈, 암",10.1~11.2,전라남도 신안군,1,801,DT_0028,진도
125.8620278,34.60580556,G20228,F2018,우이도,딴목섬 갯바위,펄,9.5~10.0,전라남도 신안군,1,802,DT_0028,진도
125.8598333,34.61125,G20229,F2018,우이도,선창구미,"펄, 자갈",0.3~0.9,전라남도 신안군,1,803,DT_0028,진도
125.8641667,34.62333333,G20232,F2018,우이도,가도 북측 갯바위,암,4.4~8.8,전라남도 신안군,1,804,DT_0028,진도
125.8676667,34.61727778,G20233,F2018,우이도,송도 북측 갯바위,자갈,8.1~8.5,전라남도 신안군,1,805,DT_0028,진도
125.8690556,34.61358333,G20234,F2018,우이도,송도 남측 갯바위,자갈,1.5~5.4,전라남도 신안군,1,806,DT_0028,진도
126.1551944,34.67230556,G20235,F2019,장산도,발막금,자갈,0.1~2.0,전라남도 신안군,1,807,DT_0028,진도
126.1885833,34.66155556,G20237,F2019,장산도,차돌이,암,2.1~5.0,전라남도 신안군,1,808,DT_0028,진도
126.2040833,34.63533333,G20238,F2019,장산도,진섬 갯바위,자갈,-1.2~-0.9,전라남도 신안군,1,809,DT_0028,진도
126.1271389,34.6145,G20241,F2019,장산도,소류지,펄,-0.6~2.0,전라남도 신안군,1,810,DT_0028,진도
126.1106944,34.64936111,G20242,F2019,장산도,가세 섬,"펄, 모래",-1.9~2.9,전라남도 신안군,1,811,DT_0028,진도
126.002,34.64058333,G20244,F2020,개도·하의도·신의도,개도 서측 갯바위,펄,0~4.0,전라남도 신안군,1,812,DT_0028,진도
126.1026667,34.55519444,G20247,F2020,개도·하의도·신의도,버러기미,"펄, 암",3.8~5.0,전라남도 신안군,1,813,DT_0028,진도
126.0285833,34.53358333,G20248,F2020,개도·하의도·신의도,깊은기미,"펄, 모래",0~6.4,전라남도 신안군,1,814,DT_0028,진도
126.0226389,34.56458333,G20252,F2020,개도·하의도·신의도,파장여,"펄, 자갈",4.3~6.1,전라남도 신안군,1,815,DT_0028,진도
126.0549167,34.60436111,G20255,F2020,개도·하의도·신의도,거북바위,펄,2.2~5.8,전라남도 신안군,1,816,DT_0028,진도
126.0546667,34.49813889,G20261,F2021,가사도,가사도 북측 갯바위,암,2.1~4.5,전라남도 진도군,1,817,DT_0028,진도
126.0478611,34.49419444,G20262,F2021,가사도,채석장 갯바위,암,2.1~3.3,전라남도 진도군,1,818,DT_0028,진도
126.0326389,34.48402778,G20263,F2021,가사도,작은모래땅 갯바위,암,3.5~8.2,전라남도 진도군,1,819,DT_0028,진도
126.0419722,34.45947222,G20267,F2021,가사도,항로표지관리소 밑,암,-0.2~1.8,전라남도 진도군,1,820,DT_0028,진도
126.2335833,34.53516667,G20277,F2022,진도 북부,군내방조제,펄,0~0.6,전라남도 진도군,1,821,DT_0028,진도
126.2675278,34.37952778,G20292,F2023,진도 남동부,현목항 선창,암,-0.4~0.2,전라남도 진도군,1,822,DT_0028,진도
126.2836389,34.38897222,G20295,F2023,진도 남동부,접도리 선창,펄,0~0.7,전라남도 진도군,1,823,DT_0028,진도
126.1318611,34.35938889,G20313,F2024,진도 남서부,백미도 부근 갯바위,암,2.4~3.2,전라남도 진도군,1,824,DT_0028,진도
126.0549,34.3216,G20317,F2025,상조도·하조도·관매도,당도 안통,암,0~0.2,전라남도 진도군,1,825,DT_0028,진도
126.0266111,34.34261111,G20319,F2025,상조도·하조도·관매도,상조도 북측 철탑 아래,고운모래,1.4~2.5,전라남도 진도군,1,826,DT_0028,진도
126.0214167,34.35744444,G20320,F2025,상조도·하조도·관매도,옥도 동쪽 곶부리,"자갈, 모래",1.7~4.6,전라남도 진도군,1,827,DT_0028,진도
126.0149722,34.36038889,G20321,F2025,상조도·하조도·관매도,옥도 북측 갯바위,"자갈, 모래",3.7~4.1,전라남도 진도군,1,828,DT_0028,진도
125.9957778,34.32663889,G20326,F2025,상조도·하조도·관매도,상조도 서쪽 둥근바위,"자갈, 모래",4.0~7.8,전라남도 진도군,1,829,DT_0028,진도
126.0390833,34.31902778,G20328,F2025,상조도·하조도·관매도,조도대교 남단,"자갈, 조개껍질",1.2~4.1,전라남도 진도군,1,830,DT_0028,진도
126.0881667,34.31158333,G20330,F2025,상조도·하조도·관매도,하조도 등대,암,1.9~5.4,전라남도 진도군,1,831,DT_0028,진도
126.0968056,34.302,G20331,F2025,상조도·하조도·관매도,흑여(낚시배),암,1.9~5.1,전라남도 진도군,1,832,DT_0028,진도
126.095,34.2755,G20332,F2025,상조도·하조도·관매도,하조도 매동여(낚시배),"펄, 조개껍질",0.6~2.2,전라남도 진도군,1,833,DT_0028,진도
126.0551389,34.27219444,G20335,F2025,상조도·하조도·관매도,수옥도 갯바위,"자갈, 조개껍질",0.8~1.6,전라남도 진도군,1,834,DT_0028,진도
126.0158333,34.29202778,G20337,F2025,상조도·하조도·관매도,하조도 물치끝(낚시배 이용),암,0.1~3.,전라남도 진도군,1,835,DT_0028,진도
126.0269444,34.31222222,G20339,F2025,상조도·하조도·관매도,명지마을 해안도로,"자갈, 조개껍질",0~0.1,전라남도 진도군,1,836,DT_0028,진도
126.0541111,34.25719444,G20340,F2025,상조도·하조도·관매도,각흘도 갯바위(낚시배),암,0.2~4.1,전라남도 진도군,1,837,DT_0028,진도
126.0673056,34.23775,G20342,F2025,상조도·하조도·관매도,장산넘어 어장줄 자리,펄,0.5~3.7,전라남도 진도군,1,838,DT_0028,진도
126.0729722,34.23308333,G20343,F2025,상조도·하조도·관매도,신의도 갯바위,펄,0.8~5.5,전라남도 진도군,1,839,DT_0028,진도
126.0571667,34.22497222,G20344,F2025,상조도·하조도·관매도,형제도 앞,펄,2.2~3.2,전라남도 진도군,1,840,DT_0028,진도
126.03675,34.22183333,G20346,F2025,상조도·하조도·관매도,고치여 하늘다리 주변,자갈,3.6~4.2,전라남도 진도군,1,841,DT_0028,진도
126.0254722,34.23063889,G20347,F2025,상조도·하조도·관매도,관매도 서측 곶부리,자갈,0.9~3.1,전라남도 진도군,1,842,DT_0028,진도
126.0487222,34.25252778,G20349,F2025,상조도·하조도·관매도,관매도 해수욕장 갯바위,암,2.7~5.0,전라남도 진도군,1,843,DT_0028,진도
125.1229167,34.04711111,G20350,F2026,가거도,녹섬 갯바위,펄,1.7~4.6,전라남도 신안군,1,844,IE_0061,신안가거초
125.1186389,34.05119444,G20351,F2026,가거도,큰여,펄,10.6~16.9,전라남도 신안군,1,845,IE_0061,신안가거초
125.1115278,34.06430556,G20352,F2026,가거도,오구멍박벌 갯바위,"펄, 모래",1.8~3.3,전라남도 신안군,1,846,IE_0061,신안가거초
125.0951944,34.06319444,G20353,F2026,가거도,간서 갯바위,암,5.7~13.7,전라남도 신안군,1,847,IE_0061,신안가거초
125.0980556,34.07136111,G20354,F2026,가거도,목난개 갯바위,암,4.5~7.6,전라남도 신안군,1,848,IE_0061,신안가거초
125.0946389,34.07036111,G20355,F2026,가거도,대리취,암,9.6~13.3,전라남도 신안군,1,849,IE_0061,신안가거초
125.0880556,34.07308333,G20356,F2026,가거도,노랑섭날 갯바위,암,3.0~9.7,전라남도 신안군,1,850,IE_0061,신안가거초
125.0835278,34.07538889,G20357,F2026,가거도,성건여,암,1.3~5.2,전라남도 신안군,1,851,IE_0061,신안가거초
125.0956944,34.08563889,G20360,F2026,가거도,바둑바위,"펄, 모래",1.0~5.8,전라남도 신안군,1,852,IE_0061,신안가거초
125.098,34.09627778,G20361,F2026,가거도,칼바위,암,4.0~7.8,전라남도 신안군,1,853,IE_0061,신안가거초
125.1036944,34.09483333,G20362,F2026,가거도,멍신여,암,2.6~9.4,전라남도 신안군,1,854,IE_0061,신안가거초
125.1115556,34.09177778,G20363,F2026,가거도,장개다랑 갯바위,암,3.9~4.1,전라남도 신안군,1,855,IE_0061,신안가거초
125.1231111,34.08730556,G20365,F2026,가거도,빈지박 갯바위,암,2.3~5.0,전라남도 신안군,1,856,IE_0061,신안가거초
125.124,34.0714,G20366,F2026,가거도,복여,암,4.0~4.1,전라남도 신안군,1,857,IE_0061,신안가거초
125.1386944,34.05855556,G20367,F2026,가거도,물등개 갯바위,암,4.0~5.0,전라남도 신안군,1,858,IE_0061,신안가거초
125.143,34.05433333,G20368,F2026,가거도,물성밑 갯바위,암,3.8~4.2,전라남도 신안군,1,859,IE_0061,신안가거초
125.1396944,34.05055556,G20369,F2026,가거도,거북바위,펄,2.2~5.0,전라남도 신안군,1,860,IE_0061,신안가거초
125.1355556,34.04794444,G20370,F2026,가거도,큰납닥여,펄,1.4~5.9,전라남도 신안군,1,861,IE_0061,신안가거초
125.09225,34.11436111,G20372,F2026,가거도,신여,암,7.5~14.2,전라남도 신안군,1,862,IE_0061,신안가거초
125.0828611,34.11736111,G20373,F2026,가거도,대국흘도 갯바위,암,6.0~11.6,전라남도 신안군,1,863,IE_0061,신안가거초
126.6431944,34.32705556,G20381,F2027,완도,칠암각 갯바위,"펄, 조개껍질",3.6~4.6,전라남도 완도군,1,864,DT_0027,완도
127.0366111,34.42833333,G20421,F2029,금당도,육산리 해변,모래,1.2~1.6,전라남도 완도군,1,865,DT_0027,완도
127.0606389,34.39997222,G20424,F2029,금당도,금당도 목섬 철탑밑,암,0.4~4.2,전라남도 완도군,1,866,DT_0027,완도
127.0845,34.40622222,G20428,F2029,금당도,비견도엿도,암,4.3~5.8,전라남도 완도군,1,867,DT_0027,완도
127.0514444,34.42972222,G20429,F2029,금당도,신흥리제방수문,펄,-0.1~0,전라남도 완도군,1,868,DT_0027,완도
127.0339167,34.42113889,G20430,F2029,금당도,송아지목,암,1.3~4.5,전라남도 완도군,1,869,DT_0027,완도
127.0103333,34.36883333,G20434,F2030,금일도·생일도,도지항,암,0.9~2.0,전라남도 완도군,1,870,DT_0027,완도
127.0179444,34.33911111,G20437,F2030,금일도·생일도,신구리 철탑 앞,암,0.9~2.0,전라남도 완도군,1,871,DT_0027,완도
127.0826111,34.35361111,G20445,F2030,금일도·생일도,용황리 해안,펄,0.9~2.0,전라남도 완도군,1,872,DT_0027,완도
126.9619167,34.30861111,G20451,F2030,금일도·생일도,금곡 해수욕장 북측 갯바위,"모래, 조개껍질",3.0~3.9,전라남도 완도군,1,873,DT_0027,완도
126.9681944,34.30411111,G20452,F2030,금일도·생일도,금곡 해수욕장 남측 갯바위,암,4.2~5.0,전라남도 완도군,1,874,DT_0027,완도
127.0140833,34.3195,G20455,F2030,금일도·생일도,생일도 목섬,암,0.1~1.2,전라남도 완도군,1,875,DT_0027,완도
127.0159444,34.32452778,G20456,F2030,금일도·생일도,생일도 헬기장 앞,암,1.2~2.0,전라남도 완도군,1,876,DT_0027,완도
127.2432778,34.24777778,G20458,F2031,초도,막두,"펄, 조개껍질",29.5~37,전라남도 여수시,1,877,DT_0016,여수
127.2565833,34.25169445,G20459,F2031,초도,수리망태,암,6.7~10.0,전라남도 여수시,1,878,DT_0016,여수
127.2623889,34.24544444,G20460,F2031,초도,파랑끝,암,7.1~10.0,전라남도 여수시,1,879,DT_0016,여수
127.2622222,34.23888889,G20461,F2031,초도,딴작부치,암,0.3~1.6,전라남도 여수시,1,880,DT_0016,여수
127.2607222,34.23072222,G20462,F2031,초도,오밖끝,암,1.6~4.4,전라남도 여수시,1,881,DT_0016,여수
127.2613056,34.21269444,G20463,F2031,초도,솔거섬,조개껍질,14.1~14.3,전라남도 여수시,1,882,DT_0016,여수
127.2368611,34.21283333,G20465,F2031,초도,넙데기,조개껍질,6.4~8.4,전라남도 여수시,1,883,DT_0016,여수
127.22225,34.21083333,G20466,F2031,초도,외항도,펄,9.2~10.0,전라남도 여수시,1,884,DT_0016,여수
127.2245556,34.22319444,G20467,F2031,초도,내항도,펄,0.1~2.5,전라남도 여수시,1,885,DT_0016,여수
127.2345278,34.23683333,G20469,F2031,초도,석머리,펄,0~9.0,전라남도 여수시,1,886,DT_0016,여수
127.8075833,34.59675,G20481,F2032,돌산도,향일암 갯바위,펄,1.8~2.2,전라남도 여수시,1,887,DT_0016,여수
127.8060278,34.66036111,G20486,F2032,돌산도,계동등대 옆 갯바위,펄,0.6~0.9,전라남도 여수시,1,888,DT_0016,여수
127.7859167,34.69913889,G20488,F2032,돌산도,월전포 동측 갯바위,펄,0~0.4,전라남도 여수시,1,889,DT_0016,여수
127.8236667,34.81933333,G20500,F2033,남해도 북부,여계마을 해안 갯바위,암,0.2~1.3,경상남도 남해군,1,890,DT_0016,여수
127.8346111,34.79277778,G20503,F2033,남해도 북부,서상리 갯바위,암,0.5~1.0,경상남도 남해군,1,891,DT_0016,여수
