X,Y,NAME,POINT_NM,MATERIAL,DPWT,ADR_KNM,CATEGORY,ID,OBS_CODE,OBS_POST_ID,FISH,CAUTION,LOC_INFO
126.0158333,34.29202778,상조도·하조도·관매도,하조도 물치끝(낚시배 이용),암,0.1~3.,전라남도 진도군,1,835,DT_0028,진도,,"상조도 부근의 만서, 하조도 부근의 묵여, 흑서, 관매도 주변의 남월초, 목서 등 다수의 여와 서가 존재하며, 섬 주변으로 양식어장이 다수 존재하므로 운항하는 선박은 주의하여야 한다.","상조도·하조도·관매도의 주요 어종은 돌돔, 참돔, 감성돔, 농어, 우럭, 노래미 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 부력찌낚시(고부력찌 반유동,저부력찌 전유동), 원투낚시, 잠수찌낚시, 훌치기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 생선살, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다. 하조도 주변에는 감성돔을 잡기에 아주 좋으며, 9월초 ~ 1월말까지 낚시가 잘 되며 갯바위 낚시는 배로 진입해야 한다."
126.0269444,34.31222222,상조도·하조도·관매도,명지마을 해안도로,"자갈, 조개껍질",0~0.1,전라남도 진도군,1,836,DT_0028,진도,,"상조도 부근의 만서, 하조도 부근의 묵여, 흑서, 관매도 주변의 남월초, 목서 등 다수의 여와 서가 존재하며, 섬 주변으로 양식어장이 다수 존재하므로 운항하는 선박은 주의하여야 한다.","상조도·하조도·관매도의 주요 어종은 돌돔, 참돔, 감성돔, 농어, 우럭, 노래미 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 부력찌낚시(고부력찌 반유동,저부력찌 전유동), 원투낚시, 잠수찌낚시, 훌치기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 생선살, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다. 하조도 주변에는 감성돔을 잡기에 아주 좋으며, 9월초 ~ 1월말까지 낚시가 잘 되며 갯바위 낚시는 배로 진입해야 한다."
126.0541111,34.25719444,상조도·하조도·관매도,각흘도 갯바위(낚시배),암,0.2~4.1,전라남도 진도군,1,837,DT_0028,진도,,"상조도 부근의 만서, 하조도 부근의 묵여, 흑서, 관매도 주변의 남월초, 목서 등 다수의 여와 서가 존재하며, 섬 주변으로 양식어장이 다수 존재하므로 운항하는 선박은 주의하여야 한다.","상조도·하조도·관매도의 주요 어종은 돌돔, 참돔, 감성돔, 농어, 우럭, 노래미 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 부력찌낚시(고부력찌 반유동,저부력찌 전유동), 원투낚시, 잠수찌낚시, 훌치기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 생선살, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다. 하조도 주변에는 감성돔을 잡기에 아주 좋으며, 9월초 ~ 1월말까지 낚시가 잘 되며 갯바위 낚시는 배로 진입해야 한다."
126.0673056,34.23775,상조도·하조도·관매도,장산넘어 어장줄 자리,펄,0.5~3.7,전라남도 진도군,1,838,DT_0028,진도,,"상조도 부근의 만서, 하조도 부근의 묵여, 흑서, 관매도 주변의 남월초, 목서 등 다수의 여와 서가 존재하며, 섬 주변으로 양식어장이 다수 존재하므로 운항하는 선박은 주의하여야 한다.","상조도·하조도·관매도의 주요 어종은 돌돔, 참돔, 감성돔, 농어, 우럭, 노래미 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 부력찌낚시(고부력찌 반유동,저부력찌 전유동), 원투낚시, 잠수찌낚시, 훌치기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 생선살, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다. 하조도 주변에는 감성돔을 잡기에 아주 좋으며, 9월초 ~ 1월말까지 낚시가 잘 되며 갯바위 낚시는 배로 진입해야 한다."
126.0729722,34.23308333,상조도·하조도·관매도,신의도 갯바위,펄,0.8~5.5,전라남도 진도군,1,839,DT_0028,진도,,"상조도 부근의 만서, 하조도 부근의 묵여, 흑서, 관매도 주변의 남월초, 목서 등 다수의 여와 서가 존재하며, 섬 주변으로 양식어장이 다수 존재하므로 운항하는 선박은 주의하여야 한다.","상조도·하조도·관매도의 주요 어종은 돌돔, 참돔, 감성돔, 농어, 우럭, 노래미 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 부력찌낚시(고부력찌 반유동,저부력찌 전유동), 원투낚시, 잠수찌낚시, 훌치기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 생선살, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다. 하조도 주변에는 감성돔을 잡기에 아주 좋으며, 9월초 ~ 1월말까지 낚시가 잘 되며 갯바위 낚시는 배로 진입해야 한다."
126.0571667,34.22497222,상조도·하조도·관매도,형제도 앞,펄,2.2~3.2,전라남도 진도군,1,840,DT_0028,진도,,"상조도 부근의 만서, 하조도 부근의 묵여, 흑서, 관매도 주변의 남월초, 목서 등 다수의 여와 서가 존재하며, 섬 주변으로 양식어장이 다수 존재하므로 운항하는 선박은 주의하여야 한다.","상조도·하조도·관매도의 주요 어종은 돌돔, 참돔, 감성돔, 농어, 우럭, 노래미 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 부력찌낚시(고부력찌 반유동,저부력찌 전유동), 원투낚시, 잠수찌낚시, 훌치기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 생선살, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다. 하조도 주변에는 감성돔을 잡기에 아주 좋으며, 9월초 ~ 1월말까지 낚시가 잘 되며 갯바위 낚시는 배로 진입해야 한다."
126.03675,34.22183333,상조도·하조도·관매도,고치여 하늘다리 주변,자갈,3.6~4.2,전라남도 진도군,1,841,DT_0028,진도,,"상조도 부근의 만서, 하조도 부근의 묵여, 흑서, 관매도 주변의 남월초, 목서 등 다수의 여와 서가 존재하며, 섬 주변으로 양식어장이 다수 존재하므로 운항하는 선박은 주의하여야 한다.","상조도·하조도·관매도의 주요 어종은 돌돔, 참돔, 감성돔, 농어, 우럭, 노래미 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 부력찌낚시(고부력찌 반유동,저부력찌 전유동), 원투낚시, 잠수찌낚시, 훌치기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 생선살, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다. 하조도 주변에는 감성돔을 잡기에 아주 좋으며, 9월초 ~ 1월말까지 낚시가 잘 되며 갯바위 낚시는 배로 진입해야 한다."
126.0254722,34.23063889,상조도·하조도·관매도,관매도 서측 곶부리,자갈,0.9~3.1,전라남도 진도군,1,842,DT_0028,진도,,"상조도 부근의 만서, 하조도 부근의 묵여, 흑서, 관매도 주변의 남월초, 목서 등 다수의 여와 서가 존재하며, 섬 주변으로 양식어장이 다수 존재하므로 운항하는 선박은 주의하여야 한다.","상조도·하조도·관매도의 주요 어종은 돌돔, 참돔, 감성돔, 농어, 우럭, 노래미 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 부력찌낚시(고부력찌 반유동,저부력찌 전유동), 원투낚시, 잠수찌낚시, 훌치기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 생선살, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다. 하조도 주변에는 감성돔을 잡기에 아주 좋으며, 9월초 ~ 1월말까지 낚시가 잘 되며 갯바위 낚시는 배로 진입해야 한다."
126.0487222,34.25252778,상조도·하조도·관매도,관매도 해수욕장 갯바위,암,2.7~5.0,전라남도 진도군,1,843,DT_0028,진도,,"상조도 부근의 만서, 하조도 부근의 묵여, 흑서, 관매도 주변의 남월초, 목서 등 다수의 여와 서가 존재하며, 섬 주변으로 양식어장이 다수 존재하므로 운항하는 선박은 주의하여야 한다.","상조도·하조도·관매도의 주요 어종은 돌돔, 참돔, 감성돔, 농어, 우럭, 노래미 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 부력찌낚시(고부력찌 반유동,저부력찌 전유동), 원투낚시, 잠수찌낚시, 훌치기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 생선살, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다. 하조도 주변에는 감성돔을 잡기에 아주 좋으며, 9월초 ~ 1월말까지 낚시가 잘 되며 갯바위 낚시는 배로 진입해야 한다."
125.1229167,34.04711111,가거도,녹섬 갯바위,펄,1.7~4.6,전라남도 신안군,1,844,IE_0061,신안가거초,,가거도 북측 흑서 주변과 가거도항 입구 우측에 존재하는 간출암 주변으로 운항하는 선박은 주의하여야 한다.,"가거도의 주요 어종은 감성돔, 노래미, 돌돔, 부시리, 볼락, 우럭, 참돔 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 원투낚시, 처밖기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 사백어, 민물새우, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다.
사리직후부터 조금까지 물때가 가장 좋아 감성돔 낚시가 유명하며, 평균 10m미만의 수심에서 11월~3월 사이가 절정을 이룬다."
125.1186389,34.05119444,가거도,큰여,펄,10.6~16.9,전라남도 신안군,1,845,IE_0061,신안가거초,,가거도 북측 흑서 주변과 가거도항 입구 우측에 존재하는 간출암 주변으로 운항하는 선박은 주의하여야 한다.,"가거도의 주요 어종은 감성돔, 노래미, 돌돔, 부시리, 볼락, 우럭, 참돔 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 원투낚시, 처밖기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 사백어, 민물새우, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다.
사리직후부터 조금까지 물때가 가장 좋아 감성돔 낚시가 유명하며, 평균 10m미만의 수심에서 11월~3월 사이가 절정을 이룬다."
125.1115278,34.06430556,가거도,오구멍박벌 갯바위,"펄, 모래",1.8~3.3,전라남도 신안군,1,846,IE_0061,신안가거초,,가거도 북측 흑서 주변과 가거도항 입구 우측에 존재하는 간출암 주변으로 운항하는 선박은 주의하여야 한다.,"가거도의 주요 어종은 감성돔, 노래미, 돌돔, 부시리, 볼락, 우럭, 참돔 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 원투낚시, 처밖기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 사백어, 민물새우, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다.
사리직후부터 조금까지 물때가 가장 좋아 감성돔 낚시가 유명하며, 평균 10m미만의 수심에서 11월~3월 사이가 절정을 이룬다."
125.0951944,34.06319444,가거도,간서 갯바위,암,5.7~13.7,전라남도 신안군,1,847,IE_0061,신안가거초,,가거도 북측 흑서 주변과 가거도항 입구 우측에 존재하는 간출암 주변으로 운항하는 선박은 주의하여야 한다.,"가거도의 주요 어종은 감성돔, 노래미, 돌돔, 부시리, 볼락, 우럭, 참돔 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 원투낚시, 처밖기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 사백어, 민물새우, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다.
사리직후부터 조금까지 물때가 가장 좋아 감성돔 낚시가 유명하며, 평균 10m미만의 수심에서 11월~3월 사이가 절정을 이룬다."
125.0980556,34.07136111,가거도,목난개 갯바위,암,4.5~7.6,전라남도 신안군,1,848,IE_0061,신안가거초,,가거도 북측 흑서 주변과 가거도항 입구 우측에 존재하는 간출암 주변으로 운항하는 선박은 주의하여야 한다.,"가거도의 주요 어종은 감성돔, 노래미, 돌돔, 부시리, 볼락, 우럭, 참돔 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 원투낚시, 처밖기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 사백어, 민물새우, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다.
사리직후부터 조금까지 물때가 가장 좋아 감성돔 낚시가 유명하며, 평균 10m미만의 수심에서 11월~3월 사이가 절정을 이룬다."
125.0946389,34.07036111,가거도,대리취,암,9.6~13.3,전라남도 신안군,1,849,IE_0061,신안가거초,,가거도 북측 흑서 주변과 가거도항 입구 우측에 존재하는 간출암 주변으로 운항하는 선박은 주의하여야 한다.,"가거도의 주요 어종은 감성돔, 노래미, 돌돔, 부시리, 볼락, 우럭, 참돔 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 원투낚시, 처밖기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 사백어, 민물새우, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다.
사리직후부터 조금까지 물때가 가장 좋아 감성돔 낚시가 유명하며, 평균 10m미만의 수심에서 11월~3월 사이가 절정을 이룬다."
125.0880556,34.07308333,가거도,노랑섭날 갯바위,암,3.0~9.7,전라남도 신안군,1,850,IE_0061,신안가거초,,가거도 북측 흑서 주변과 가거도항 입구 우측에 존재하는 간출암 주변으로 운항하는 선박은 주의하여야 한다.,"가거도의 주요 어종은 감성돔, 노래미, 돌돔, 부시리, 볼락, 우럭, 참돔 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 원투낚시, 처밖기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 사백어, 민물새우, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다.
사리직후부터 조금까지 물때가 가장 좋아 감성돔 낚시가 유명하며, 평균 10m미만의 수심에서 11월~3월 사이가 절정을 이룬다."
125.0835278,34.07538889,가거도,성건여,암,1.3~5.2,전라남도 신안군,1,851,IE_0061,신안가거초,,가거도 북측 흑서 주변과 가거도항 입구 우측에 존재하는 간출암 주변으로 운항하는 선박은 주의하여야 한다.,"가거도의 주요 어종은 감성돔, 노래미, 돌돔, 부시리, 볼락, 우럭, 참돔 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 원투낚시, 처밖기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 사백어, 민물새우, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다.
사리직후부터 조금까지 물때가 가장 좋아 감성돔 낚시가 유명하며, 평균 10m미만의 수심에서 11월~3월 사이가 절정을 이룬다."
125.0956944,34.08563889,가거도,바둑바위,"펄, 모래",1.0~5.8,전라남도 신안군,1,852,IE_0061,신안가거초,,가거도 북측 흑서 주변과 가거도항 입구 우측에 존재하는 간출암 주변으로 운항하는 선박은 주의하여야 한다.,"가거도의 주요 어종은 감성돔, 노래미, 돌돔, 부시리, 볼락, 우럭, 참돔 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 원투낚시, 처밖기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 사백어, 민물새우, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다.
사리직후부터 조금까지 물때가 가장 좋아 감성돔 낚시가 유명하며, 평균 10m미만의 수심에서 11월~3월 사이가 절정을 이룬다."
125.098,34.09627778,가거도,칼바위,암,4.0~7.8,전라남도 신안군,1,853,IE_0061,신안가거초,,가거도 북측 흑서 주변과 가거도항 입구 우측에 존재하는 간출암 주변으로 운항하는 선박은 주의하여야 한다.,"가거도의 주요 어종은 감성돔, 노래미, 돌돔, 부시리, 볼락, 우럭, 참돔 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 원투낚시, 처밖기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 사백어, 민물새우, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다.
사리직후부터 조금까지 물때가 가장 좋아 감성돔 낚시가 유명하며, 평균 10m미만의 수심에서 11월~3월 사이가 절정을 이룬다."
125.1036944,34.09483333,가거도,멍신여,암,2.6~9.4,전라남도 신안군,1,854,IE_0061,신안가거초,,가거도 북측 흑서 주변과 가거도항 입구 우측에 존재하는 간출암 주변으로 운항하는 선박은 주의하여야 한다.,"가거도의 주요 어종은 감성돔, 노래미, 돌돔, 부시리, 볼락, 우럭, 참돔 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 원투낚시, 처밖기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 사백어, 민물새우, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다.
사리직후부터 조금까지 물때가 가장 좋아 감성돔 낚시가 유명하며, 평균 10m미만의 수심에서 11월~3월 사이가 절정을 이룬다."
125.1115556,34.09177778,가거도,장개다랑 갯바위,암,3.9~4.1,전라남도 신안군,1,855,IE_0061,신안가거초,,가거도 북측 흑서 주변과 가거도항 입구 우측에 존재하는 간출암 주변으로 운항하는 선박은 주의하여야 한다.,"가거도의 주요 어종은 감성돔, 노래미, 돌돔, 부시리, 볼락, 우럭, 참돔 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 원투낚시, 처밖기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 사백어, 민물새우, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다.
사리직후부터 조금까지 물때가 가장 좋아 감성돔 낚시가 유명하며, 평균 10m미만의 수심에서 11월~3월 사이가 절정을 이룬다."
125.1231111,34.08730556,가거도,빈지박 갯바위,암,2.3~5.0,전라남도 신안군,1,856,IE_0061,신안가거초,,가거도 북측 흑서 주변과 가거도항 입구 우측에 존재하는 간출암 주변으로 운항하는 선박은 주의하여야 한다.,"가거도의 주요 어종은 감성돔, 노래미, 돌돔, 부시리, 볼락, 우럭, 참돔 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 원투낚시, 처밖기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 사백어, 민물새우, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다.
사리직후부터 조금까지 물때가 가장 좋아 감성돔 낚시가 유명하며, 평균 10m미만의 수심에서 11월~3월 사이가 절정을 이룬다."
125.124,34.0714,가거도,복여,암,4.0~4.1,전라남도 신안군,1,857,IE_0061,신안가거초,,가거도 북측 흑서 주변과 가거도항 입구 우측에 존재하는 간출암 주변으로 운항하는 선박은 주의하여야 한다.,"가거도의 주요 어종은 감성돔, 노래미, 돌돔, 부시리, 볼락, 우럭, 참돔 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 원투낚시, 처밖기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 사백어, 민물새우, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다.
사리직후부터 조금까지 물때가 가장 좋아 감성돔 낚시가 유명하며, 평균 10m미만의 수심에서 11월~3월 사이가 절정을 이룬다."
125.1386944,34.05855556,가거도,물등개 갯바위,암,4.0~5.0,전라남도 신안군,1,858,IE_0061,신안가거초,,가거도 북측 흑서 주변과 가거도항 입구 우측에 존재하는 간출암 주변으로 운항하는 선박은 주의하여야 한다.,"가거도의 주요 어종은 감성돔, 노래미, 돌돔, 부시리, 볼락, 우럭, 참돔 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 원투낚시, 처밖기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 사백어, 민물새우, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다.
사리직후부터 조금까지 물때가 가장 좋아 감성돔 낚시가 유명하며, 평균 10m미만의 수심에서 11월~3월 사이가 절정을 이룬다."
125.143,34.05433333,가거도,물성밑 갯바위,암,3.8~4.2,전라남도 신안군,1,859,IE_0061,신안가거초,,가거도 북측 흑서 주변과 가거도항 입구 우측에 존재하는 간출암 주변으로 운항하는 선박은 주의하여야 한다.,"가거도의 주요 어종은 감성돔, 노래미, 돌돔, 부시리, 볼락, 우럭, 참돔 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 원투낚시, 처밖기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 사백어, 민물새우, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다.
사리직후부터 조금까지 물때가 가장 좋아 감성돔 낚시가 유명하며, 평균 10m미만의 수심에서 11월~3월 사이가 절정을 이룬다."
125.1396944,34.05055556,가거도,거북바위,펄,2.2~5.0,전라남도 신안군,1,860,IE_0061,신안가거초,,가거도 북측 흑서 주변과 가거도항 입구 우측에 존재하는 간출암 주변으로 운항하는 선박은 주의하여야 한다.,"가거도의 주요 어종은 감성돔, 노래미, 돌돔, 부시리, 볼락, 우럭, 참돔 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 원투낚시, 처밖기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 사백어, 민물새우, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다.
사리직후부터 조금까지 물때가 가장 좋아 감성돔 낚시가 유명하며, 평균 10m미만의 수심에서 11월~3월 사이가 절정을 이룬다."
125.1355556,34.04794444,가거도,큰납닥여,펄,1.4~5.9,전라남도 신안군,1,861,IE_0061,신안가거초,,가거도 북측 흑서 주변과 가거도항 입구 우측에 존재하는 간출암 주변으로 운항하는 선박은 주의하여야 한다.,"가거도의 주요 어종은 감성돔, 노래미, 돌돔, 부시리, 볼락, 우럭, 참돔 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 원투낚시, 처밖기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 사백어, 민물새우, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다.
사리직후부터 조금까지 물때가 가장 좋아 감성돔 낚시가 유명하며, 평균 10m미만의 수심에서 11월~3월 사이가 절정을 이룬다."
125.09225,34.11436111,가거도,신여,암,7.5~14.2,전라남도 신안군,1,862,IE_0061,신안가거초,,가거도 북측 흑서 주변과 가거도항 입구 우측에 존재하는 간출암 주변으로 운항하는 선박은 주의하여야 한다.,"가거도의 주요 어종은 감성돔, 노래미, 돌돔, 부시리, 볼락, 우럭, 참돔 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 원투낚시, 처밖기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 사백어, 민물새우, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다.
사리직후부터 조금까지 물때가 가장 좋아 감성돔 낚시가 유명하며, 평균 10m미만의 수심에서 11월~3월 사이가 절정을 이룬다."
125.0828611,34.11736111,가거도,대국흘도 갯바위,암,6.0~11.6,전라남도 신안군,1,863,IE_0061,신안가거초,,가거도 북측 흑서 주변과 가거도항 입구 우측에 존재하는 간출암 주변으로 운항하는 선박은 주의하여야 한다.,"가거도의 주요 어종은 감성돔, 노래미, 돌돔, 부시리, 볼락, 우럭, 참돔 등이다.
루어낚시는 그럽웜, 메탈지그, 미노우 플러그, 지그헤드 등을 사용하며, 릴찌낚시, 민장대낚시, 원투낚시, 처밖기낚시는 크릴, 깐새우, 민물새우, 참갯지렁이, 청갯지렁이, 게, 홍갯지렁이, 성게, 소라, 오분자기, 게고둥, 풀게, 바지락, 사백어, 민물새우, 미꾸라지, 오징어살(꼴두기살) 등을 사용한다.
사리직후부터 조금까지 물때가 가장 좋아 감성돔 낚시가 유명하며, 평균 10m미만의 수심에서 11월~3월 사이가 절정을 이룬다."
